Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft
64,MIL,J. J. Weber,Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
65,DET,Eric White,Pepperdine,2.0,55.0,788.0,336.0,132.0,26.0,0.525,1.0,0.7979999999999999,14.3,6.1,2.4,0.5,1.3,0.079,-3.1,-0.2,1987
66,DAL,Mike Richmond,Texas-El Paso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
67,ATL,Song Tao,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
68,UTA,Billy Donovan,Providence,1.0,44.0,364.0,105.0,25.0,87.0,0.40399999999999997,0.0,0.81,8.3,2.4,0.6,2.0,-0.1,-0.009000000000000001,-3.7,-0.2,1987
69,LAL,Willie Glass,St. John's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
70,BOS,Tom Sheehey,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
71,NYK,Mike Morgan,Drake University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
72,BKN,Andrew Moten,Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
73,SAS,Todd May,Pikeville College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
74,SAC,Joe Arlauckas,Niagara University,1.0,9.0,85.0,34.0,13.0,8.0,0.326,0.0,0.75,9.4,3.8,1.4,0.9,-0.1,-0.045,-6.8,-0.1,1987
75,CLE,Chris Dudley,Yale,16.0,886.0,16321.0,3473.0,5457.0,375.0,0.41200000000000003,0.0,0.45799999999999996,18.4,3.9,6.2,0.4,26.2,0.077,-3.0,-4.2,1987
76,PHO,Steve Beck,Arizona State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
77,DEN,David Boone,Marquette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
78,OKC,Todd Linder,University of Tampa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
79,CHI,Jack Haley,UCLA,9.0,341.0,3288.0,1180.0,922.0,82.0,0.425,0.0,0.655,9.6,3.5,2.7,0.2,2.9,0.042,-6.7,-3.9,1987
80,CLE,Carven Holcomb,TCU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
81,WAS,Scott Thompson,University of San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
82,HOU,Joe Niego,Lewis (IL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
83,GSW,Benny Bolton,NC State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
84,UTA,Reuben Holmes,Alabama State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
85,PHI,Brian Rahilly,Tulsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
86,POR,Norwood Barber,Florida State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
87,MIL,Darryl Bedford,Austin Peay State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
88,DET,Dave Popson,UNC,3.0,41.0,196.0,76.0,46.0,13.0,0.405,0.0,0.75,4.8,1.9,1.1,0.3,-0.1,-0.033,-7.7,-0.3,1987
89,DAL,David Johnson,Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
90,ATL,Theofanis Christodoulou,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
91,BOS,Darryl Kennedy,Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
92,LAL,Ralph Tally,Norfolk State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
93,LAC,Chad Kessler,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
94,BKN,James Blackmon,Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
95,NYK,Glenn Clem,Vanderbilt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
96,SAS,Dennis Williams,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
97,SAC,Vernon Carr,Michigan State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
98,CLE,Carl Lott,TCU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
99,PHO,Brent Counts,University of the Pacific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
100,DEN,Ron Grandison,New Orleans,4.0,105.0,872.0,254.0,163.0,58.0,0.40399999999999997,0.16699999999999998,0.713,8.3,2.4,1.6,0.6,1.2,0.064,-2.6,-0.1,1987
101,OKC,Michael Tait,Clemson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
102,CHI,Anthony Wilson,LSU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
103,IND,Mike Milling,UNC Charlotte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
104,HOU,Andre LaFleur,Northeastern University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
105,GSW,Terry Williams,SMU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
106,WAS,Patrick Fairs,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
107,UTA,Bart Kofoed,University of Nebraska at Kearney,5.0,111.0,702.0,162.0,56.0,108.0,0.387,0.188,0.614,6.3,1.5,0.5,1.0,0.0,0.002,-5.1,-0.6,1987
108,PHI,Frank Ross,American University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
109,POR,David Moss,Tulsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
110,MIL,Brian Vaughns,UC Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
111,DET,Gerry Wright,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
112,DAL,Sam Hill,Iowa State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
113,ATL,Jose Antonio Montero,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
114,BOS,Dave Butler,California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
115,LAL,Kenny Travis,New Mexico State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
116,LAC,Martin Nessley,Duke,1.0,44.0,336.0,48.0,82.0,16.0,0.385,0.0,0.444,7.6,1.1,1.9,0.4,-0.1,-0.013999999999999999,-8.2,-0.5,1987
117,NYK,Howard Triche,Syracuse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
118,BKN,Perry Bromwell,Penn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
119,SAS,Ricky Brown,University of South Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
120,SAC,Darryl Thomas,Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
121,CLE,Harold Jensen,Villanova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
122,PHO,Marcel Boyce,University of Akron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
123,DEN,Kelvin Scarborough,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
124,OKC,Tom Gneiting,BYU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
125,CHI,Doug Altenberger,Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
126,IND,Gary Graham,UNLV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
127,GSW,Šarūnas Marčiulionis,,7.0,363.0,8123.0,4631.0,819.0,807.0,0.505,0.369,0.768,22.4,12.8,2.3,2.2,20.0,0.11800000000000001,0.3,4.7,1987
128,WAS,Dwayne Scholten,Washington State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
129,HOU,Fred Jenkins,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
130,UTA,Art Sabb,Bloomfield College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
131,PHI,Tracy Foster,UAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
132,POR,Bernard Johnson,Loyola Chicago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
133,MIL,Gay Elmore,Virginia Military Institute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
134,DET,Antoine Joubert,Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
135,DAL,Quintan Gates,Texas-El Paso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
136,ATL,Riccardo Morandotti,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
137,BOS,Tim Naegeli,University of Wisconsin-Stevens Point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
138,LAL,Frank Ford,Auburn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
139,LAC,Henry Carr,Wichita State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
140,BKN,Frank Booker,Bowling Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
141,NYK,Wayne Williams,Saint Joseph's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
142,SAS,Raynard Davis,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
143,SAC,Scott Adubato,Upsala College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
144,CLE,Michael Foster,South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
145,PHO,Roy Singleton,Grand Canyon University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
146,DEN,Rowan Gomes,Hampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
147,OKC,Mike Giomi,NC State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
148,CHI,Earvin Leavy,Central Michigan University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
149,IND,Montel Hatcher,UCLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
150,WAS,Jamie Dixon,TCU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
151,HOU,Clarence Grier,Campbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
152,GSW,Ronnie Leggette,West Virginia State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
153,UTA,Keith Webster,Harvard University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
154,PHI,Eric Semisch,West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
155,POR,Kenny Stone,George Fox University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
156,DEN,Curtis Hunter,UNC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
157,DET,Mark Gottfried,Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
158,DAL,Gerald White,Auburn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
159,ATL,Franjo Arapovic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
160,BOS,Jerry Corcoran,Northeastern University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
161,LAL,Ron Vanderschaaf,Central Washington University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
1,LAC,Danny Manning,Kansas,15.0,883.0,24202.0,12367.0,4615.0,2063.0,0.511,0.20600000000000002,0.7290000000000001,27.4,14.0,5.2,2.3,55.1,0.109,1.0,18.4,1988
2,IND,Rik Smits,Marist College,12.0,867.0,23100.0,12871.0,5277.0,1215.0,0.507,0.115,0.773,26.6,14.8,6.1,1.4,56.6,0.11800000000000001,-0.2,10.4,1988
3,PHI,Charles Smith,Pitt,9.0,564.0,16378.0,8107.0,3246.0,798.0,0.475,0.19399999999999998,0.774,29.0,14.4,5.8,1.4,40.9,0.12,-0.1,8.1,1988
4,BKN,Chris Morris,Auburn,11.0,747.0,18748.0,8184.0,3544.0,1182.0,0.441,0.306,0.7390000000000001,25.1,11.0,4.7,1.6,37.4,0.096,0.9,13.7,1988
5,GSW,Mitch Richmond,Kansas State,14.0,976.0,34309.0,20497.0,3801.0,3398.0,0.455,0.38799999999999996,0.85,35.2,21.0,3.9,3.5,79.3,0.111,1.4,29.3,1988
6,LAC,Hersey Hawkins,Bradley,13.0,983.0,32034.0,14470.0,3554.0,2860.0,0.461,0.39399999999999996,0.87,32.6,14.7,3.6,2.9,90.6,0.136,2.0,32.6,1988
7,PHO,Tim Perry,Temple,8.0,481.0,9436.0,3283.0,1911.0,436.0,0.485,0.318,0.648,19.6,6.8,4.0,0.9,14.6,0.07400000000000001,-1.4,1.5,1988
8,CHA,Rex Chapman,Kentucky,12.0,666.0,19542.0,9731.0,1645.0,1798.0,0.43,0.35,0.8,29.3,14.6,2.5,2.7,24.7,0.061,-1.0,5.2,1988
9,MIA,Rony Seikaly,Syracuse,11.0,678.0,21395.0,9991.0,6424.0,860.0,0.484,0.188,0.679,31.6,14.7,9.5,1.3,37.3,0.084,-1.9,0.7,1988
10,SAS,Willie Anderson,Georgia,9.0,555.0,15974.0,6771.0,2082.0,2105.0,0.47100000000000003,0.266,0.7859999999999999,28.8,12.2,3.8,3.8,27.9,0.084,0.1,8.6,1988
11,CHI,Will Perdue,Vanderbilt,13.0,792.0,12360.0,3740.0,3918.0,595.0,0.515,0.067,0.5770000000000001,15.6,4.7,4.9,0.8,26.6,0.10300000000000001,-2.0,-0.2,1988
12,WAS,Harvey Grant,Oklahoma,11.0,783.0,20510.0,7781.0,3436.0,1219.0,0.469,0.267,0.7090000000000001,26.2,9.9,4.4,1.6,36.4,0.085,-0.9,5.7,1988
13,MIL,Jeff Grayer,Iowa State,9.0,438.0,8277.0,3257.0,1294.0,635.0,0.457,0.255,0.6629999999999999,18.9,7.4,3.0,1.4,9.0,0.052000000000000005,-2.5,-1.1,1988
14,PHO,Dan Majerle,Central Michigan University,14.0,955.0,30206.0,10925.0,4265.0,2755.0,0.431,0.358,0.741,31.6,11.4,4.5,2.9,78.5,0.125,1.9,29.6,1988
15,OKC,Gary Grant,Michigan,13.0,552.0,12602.0,4368.0,1283.0,3013.0,0.45,0.278,0.7759999999999999,22.8,7.9,2.3,5.5,12.0,0.046,-0.8,3.7,1988
16,HOU,Derrick Chievous,Missouri,3.0,154.0,2240.0,1086.0,364.0,110.0,0.44299999999999995,0.242,0.755,14.5,7.1,2.4,0.7,2.7,0.057,-3.2,-0.7,1988
17,UTA,Eric Leckner,Wyoming,8.0,449.0,5448.0,1835.0,1418.0,211.0,0.508,0.0,0.669,12.1,4.1,3.2,0.5,6.2,0.054000000000000006,-5.3,-4.6,1988
18,SAC,Ricky Berry,San Jose State,1.0,64.0,1406.0,706.0,197.0,80.0,0.45,0.406,0.789,22.0,11.0,3.1,1.3,2.4,0.083,-1.7,0.1,1988
19,NYK,Rod Strickland,DePaul,17.0,1094.0,33634.0,14463.0,4084.0,7987.0,0.45399999999999996,0.282,0.721,30.7,13.2,3.7,7.3,85.8,0.122,2.3,36.6,1988
20,MIA,Kevin Edwards,DePaul,11.0,604.0,15332.0,6596.0,1653.0,1609.0,0.423,0.335,0.8029999999999999,25.4,10.9,2.7,2.7,12.5,0.039,-1.1,3.3,1988
21,POR,Mark Bryant,Seton Hall,15.0,797.0,13479.0,4313.0,2992.0,491.0,0.5,0.083,0.6970000000000001,16.9,5.4,3.8,0.6,26.1,0.09300000000000001,-3.2,-4.0,1988
22,CLE,Randolph Keys,University of Southern Mississippi,5.0,241.0,3318.0,1262.0,551.0,192.0,0.425,0.272,0.721,13.8,5.2,2.3,0.8,2.3,0.034,-3.9,-1.6,1988
23,DEN,Jerome Lane,Pitt,5.0,218.0,3215.0,1154.0,1258.0,322.0,0.441,0.063,0.379,14.7,5.3,5.8,1.5,2.3,0.034,-3.6,-1.3,1988
24,BOS,Brian Shaw,UC Santa Barbara,14.0,943.0,21666.0,6547.0,3183.0,3918.0,0.40299999999999997,0.304,0.782,23.0,6.9,3.4,4.2,23.8,0.053,-1.0,5.3,1988
25,LAL,David Rivers,Notre Dame,3.0,114.0,1286.0,383.0,147.0,282.0,0.39799999999999996,0.083,0.794,11.3,3.4,1.3,2.5,-0.3,-0.01,-4.0,-0.7,1988
26,POR,Rolando Ferreira,Houston,1.0,12.0,34.0,9.0,13.0,1.0,0.055999999999999994,0.0,0.875,2.8,0.8,1.1,0.1,-0.2,-0.35200000000000004,-23.2,-0.2,1988
27,SAS,Shelton Jones,St. John's,1.0,51.0,682.0,244.0,113.0,42.0,0.445,0.0,0.725,13.4,4.8,2.2,0.8,0.3,0.022000000000000002,-3.3,-0.2,1988
28,PHO,Andrew Lang,Arkansas,12.0,737.0,15344.0,4431.0,3511.0,424.0,0.47,0.25,0.7440000000000001,20.8,6.0,4.8,0.6,28.6,0.08900000000000001,-1.8,0.7,1988
29,SAC,Vinny Del Negro,NC State,12.0,771.0,19211.0,7038.0,1810.0,2484.0,0.475,0.359,0.84,24.9,9.1,2.3,3.2,40.6,0.10099999999999999,-0.7,6.1,1988
30,DET,Fennis Dembo,Wyoming,1.0,31.0,74.0,36.0,23.0,5.0,0.33299999999999996,0.0,0.8,2.4,1.2,0.7,0.2,-0.1,-0.037000000000000005,-10.8,-0.2,1988
31,PHI,Everette Stephens,Purdue,2.0,38.0,215.0,71.0,23.0,39.0,0.33299999999999996,0.2,0.792,5.7,1.9,0.6,1.0,-0.4,-0.083,-4.7,-0.1,1988
32,BKN,Charles Shackleford,NC State,6.0,303.0,4614.0,1625.0,1448.0,170.0,0.483,0.0,0.654,15.2,5.4,4.8,0.6,7.3,0.076,-3.0,-1.2,1988
33,MIA,Grant Long,Eastern Michigan,15.0,1003.0,28514.0,9518.0,6154.0,1716.0,0.467,0.28300000000000003,0.7609999999999999,28.4,9.5,6.1,1.7,60.1,0.10099999999999999,-0.6,10.2,1988
34,CHA,Tom Tolbert,Arizona,7.0,312.0,5680.0,2030.0,1251.0,285.0,0.46,0.29600000000000004,0.716,18.2,6.5,4.0,0.9,6.6,0.055999999999999994,-3.4,-2.0,1988
35,MIA,Sylvester Gray,Memphis,1.0,55.0,1220.0,440.0,286.0,117.0,0.42,0.25,0.6729999999999999,22.2,8.0,5.2,2.1,0.7,0.027999999999999997,-2.6,-0.2,1988
36,WAS,Ledell Eackles,New Orleans,7.0,441.0,8917.0,4783.0,979.0,740.0,0.445,0.336,0.767,20.2,10.8,2.2,1.7,10.8,0.057999999999999996,-2.3,-0.7,1988
37,NYK,Greg Butler,Stanford,3.0,55.0,210.0,76.0,53.0,4.0,0.354,0.0,0.7140000000000001,3.8,1.4,1.0,0.1,-0.3,-0.078,-12.7,-0.6,1988
38,PHO,Dean Garrett,Indiana,6.0,359.0,6969.0,1737.0,1810.0,204.0,0.48,0.0,0.677,19.4,4.8,5.0,0.6,14.1,0.09699999999999999,-1.4,1.1,1988
39,MIL,Tito Horford,Miami (FL),3.0,63.0,376.0,93.0,84.0,5.0,0.3,0.0,0.628,6.0,1.5,1.3,0.1,-0.5,-0.069,-9.4,-0.7,1988
40,MIA,Orlando Graham,Auburn University at Montgomery,1.0,7.0,22.0,8.0,11.0,0.0,0.3,0.0,0.5,3.1,1.1,1.6,0.0,0.0,-0.047,-13.2,-0.1,1988
41,GSW,Keith Smart,Indiana,1.0,2.0,12.0,2.0,1.0,2.0,0.0,0.0,1.0,6.0,1.0,0.5,1.0,0.0,-0.175,-14.1,0.0,1988
42,UTA,Jeff Moe,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988
43,DEN,Todd Mitchell,Purdue,1.0,24.0,353.0,123.0,50.0,21.0,0.44299999999999995,0.0,0.578,14.7,5.1,2.1,0.9,-0.1,-0.008,-5.6,-0.3,1988
44,ATL,Anthony Taylor,Oregon,1.0,21.0,368.0,144.0,34.0,43.0,0.397,0.0,0.75,17.5,6.9,1.6,2.0,0.2,0.028999999999999998,-2.1,0.0,1988
45,LAC,Tom Garrick,Rhode Island,4.0,251.0,4718.0,1359.0,501.0,853.0,0.469,0.083,0.775,18.8,5.4,2.0,3.4,5.9,0.06,-1.4,0.7,1988
46,DAL,Morlon Wiley,Cal State Long Beach,7.0,295.0,3843.0,1078.0,341.0,722.0,0.41200000000000003,0.354,0.7070000000000001,13.0,3.7,1.2,2.4,2.7,0.034,-1.9,0.1,1988
47,DEN,Vernon Maxwell,Florida,13.0,855.0,24309.0,10912.0,2200.0,2912.0,0.39799999999999996,0.32,0.733,28.4,12.8,2.6,3.4,27.4,0.054000000000000006,-1.2,5.1,1988
48,DET,Micheal Williams,Baylor,10.0,413.0,10403.0,4533.0,1050.0,2385.0,0.46399999999999997,0.22699999999999998,0.868,25.2,11.0,2.5,5.8,28.5,0.132,2.3,11.2,1988
49,DAL,Jose Vargas,LSU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988
